date,datetime,cash_type,card,money,coffee_name
2024-02-09,2024-02-09 15:16:52.224,card,ANON-0000-0000-1179,36.21,Special Brew 6
2023-02-09,2023-02-09 16:20:18.825,card,ANON-0000-0000-1161,27.66,Special Brew 7
2024-02-10,2024-02-10 07:01:46.579,card,ANON-0000-0000-1152,27.46,Midnight Roast
2024-02-10,2024-02-10 08:16:32.125,card,ANON-0000-0000-1110,25.99,Midnight Roast
2025-02-10,2025-02-10 08:24:56.389,card,ANON-0000-0000-1152,26.67,Midnight Roast
2025-02-10,2025-02-10 11:11:43.020,card,ANON-0000-0000-1153,30.66,Special Brew 3
2025-02-10,2025-02-10 13:08:50.162,card,ANON-0000-0000-1167,28.02,Midnight Roast
2025-02-10,2025-02-10 13:11:05.976,card,ANON-0000-0000-1168,38.75,Special Brew 2
2023-02-10,2023-02-10 13:26:54.671,card,ANON-0000-0000-1197,29.8,Special Brew 1
2025-02-10,2025-02-10 13:40:13.329,card,ANON-0000-0000-1198,25.08,Midnight Roast
2023-02-10,2023-02-10 14:01:52.039,card,ANON-0000-0000-1199,37.17,Caramel Dream
2023-02-10,2023-02-10 14:07:41.358,card,ANON-0000-0000-1163,25.21,Midnight Roast
2025-02-10,2025-02-10 14:11:46.466,card,ANON-0000-0000-1163,37.85,Special Brew 9
2025-02-10,2025-02-10 14:15:44.582,card,ANON-0000-0000-1163,38.41,Special Brew 9
2023-02-10,2023-02-10 15:01:54.950,card,ANON-0000-0000-1200,34.97,Velvet Cloud
2024-02-10,2024-02-10 15:14:01.175,card,ANON-0000-0000-1166,27.89,Special Brew 10
2024-02-10,2024-02-10 15:46:02.637,card,ANON-0000-0000-1191,34.1,Caramel Dream
2025-02-10,2025-02-10 15:47:44.088,card,ANON-0000-0000-1165,32.83,Choco Bliss
2024-02-10,2024-02-10 16:20:55.047,card,ANON-0000-0000-1170,33.76,Special Brew 6
2024-02-10,2024-02-10 17:12:02.356,card,ANON-0000-0000-0878,27.72,Midnight Roast
2023-02-10,2023-02-10 18:27:14.597,card,ANON-0000-0000-1157,33.74,Special Brew 1
2023-02-10,2023-02-10 19:14:01.461,card,ANON-0000-0000-1178,33.9,Caramel Dream
2024-02-10,2024-02-10 19:14:53.526,card,ANON-0000-0000-1201,35.14,Caramel Dream
2025-02-11,2025-02-11 10:38:26.035,card,ANON-0000-0000-1163,28.59,Midnight Roast
2024-02-11,2024-02-11 11:19:15.478,card,ANON-0000-0000-1176,25.84,Midnight Roast
2023-02-11,2023-02-11 11:20:12.152,card,ANON-0000-0000-1166,31.97,Special Brew 4
2023-02-11,2023-02-11 11:21:08.002,card,ANON-0000-0000-1189,36.7,Special Brew 10
2025-02-11,2025-02-11 15:56:49.868,card,ANON-0000-0000-1156,36.81,Choco Bliss
2024-02-11,2024-02-11 16:09:08.439,card,ANON-0000-0000-1194,32.5,Special Brew 10
2023-02-11,2023-02-11 16:49:40.995,card,ANON-0000-0000-1202,22.95,Urban Kick
2024-02-11,2024-02-11 17:35:34.920,card,ANON-0000-0000-1163,34.82,Caramel Dream
2025-02-11,2025-02-11 17:36:42.232,card,ANON-0000-0000-1163,28.3,Special Brew 5
2025-02-11,2025-02-11 17:44:12.594,card,ANON-0000-0000-1203,32.56,Special Brew 10
2023-02-11,2023-02-11 17:50:40.426,card,ANON-0000-0000-1110,24.37,Midnight Roast
2024-02-11,2024-02-11 17:54:37.833,card,ANON-0000-0000-1203,27.91,Special Brew 8
2023-02-11,2023-02-11 19:04:11.037,card,ANON-0000-0000-1204,37.02,Caramel Dream
2025-02-11,2025-02-11 19:05:03.830,card,ANON-0000-0000-1204,33.19,Special Brew 5
2024-02-12,2024-02-12 07:16:57.164,card,ANON-0000-0000-1200,34.28,Velvet Cloud
2023-02-12,2023-02-12 07:35:37.551,card,ANON-0000-0000-1163,27.61,Midnight Roast
2024-02-12,2024-02-12 08:54:35.758,card,ANON-0000-0000-1163,33.18,Special Brew 1
2024-02-12,2024-02-12 09:19:45.900,card,ANON-0000-0000-1153,32.73,Special Brew 6
2023-02-12,2023-02-12 10:43:13.475,card,ANON-0000-0000-1188,27.55,Midnight Roast
2023-02-12,2023-02-12 12:43:29.084,card,ANON-0000-0000-1205,27.71,Midnight Roast
2024-02-12,2024-02-12 13:08:09.325,card,ANON-0000-0000-1206,24.92,Midnight Roast
2023-02-12,2023-02-12 13:41:39.723,card,ANON-0000-0000-1160,37.26,Choco Bliss
2025-02-12,2025-02-12 15:41:24.777,card,ANON-0000-0000-1164,33.54,Choco Bliss
2025-02-12,2025-02-12 15:42:16.575,card,ANON-0000-0000-1191,37.08,Caramel Dream
2024-02-12,2024-02-12 15:43:34.522,card,ANON-0000-0000-1165,37.6,Choco Bliss
2024-02-12,2024-02-12 16:12:58.376,card,ANON-0000-0000-1160,26.14,Midnight Roast
2024-02-12,2024-02-12 16:26:08.533,card,ANON-0000-0000-1160,27.25,Midnight Roast
2024-02-12,2024-02-12 17:05:31.989,card,ANON-0000-0000-1200,35.69,Velvet Cloud
2024-02-12,2024-02-12 17:42:51.484,card,ANON-0000-0000-1110,25.48,Midnight Roast
2023-02-12,2023-02-12 20:05:40.740,card,ANON-0000-0000-0507,34.3,Caramel Dream
2024-02-12,2024-02-12 20:23:13.374,card,ANON-0000-0000-1178,33.49,Special Brew 1
2025-02-12,2025-02-12 21:17:04.272,card,ANON-0000-0000-1158,37.99,Velvet Cloud
2025-02-13,2025-02-13 07:38:47.907,card,ANON-0000-0000-1153,30.91,Special Brew 6
2025-02-13,2025-02-13 08:45:57.062,card,ANON-0000-0000-1152,24.34,Midnight Roast
2025-02-13,2025-02-13 09:17:21.021,card,ANON-0000-0000-1207,19.52,Urban Kick
2023-02-13,2023-02-13 09:36:05.130,card,ANON-0000-0000-1168,36.56,Special Brew 5
2023-02-13,2023-02-13 10:29:32.655,card,ANON-0000-0000-1156,32.71,Special Brew 1
2024-02-13,2024-02-13 10:59:27.048,card,ANON-0000-0000-1157,31.27,Special Brew 3
2023-02-13,2023-02-13 16:30:39.247,card,ANON-0000-0000-1163,23.98,Midnight Roast
2024-02-13,2024-02-13 16:31:33.722,card,ANON-0000-0000-1163,26.77,Midnight Roast
2025-02-13,2025-02-13 17:16:11.630,card,ANON-0000-0000-1178,28.03,Special Brew 2
2025-02-13,2025-02-13 17:17:20.197,card,ANON-0000-0000-1179,31.54,Special Brew 8
2025-02-13,2025-02-13 18:01:35.454,card,ANON-0000-0000-1208,36.58,Caramel Dream
2025-02-13,2025-02-13 18:15:08.550,card,ANON-0000-0000-0046,34.11,Velvet Cloud
2024-02-13,2024-02-13 19:06:30.373,card,ANON-0000-0000-1209,35.9,Caramel Dream
2023-02-14,2023-02-14 11:38:55.705,card,ANON-0000-0000-1163,28.89,Midnight Roast
2023-02-14,2023-02-14 14:07:09.333,card,ANON-0000-0000-1210,38.56,Choco Bliss
2023-02-14,2023-02-14 14:45:59.806,card,ANON-0000-0000-1198,28.49,Midnight Roast
2025-02-14,2025-02-14 14:46:45.108,card,ANON-0000-0000-1198,22.06,Urban Kick
2023-02-14,2023-02-14 14:58:12.247,card,ANON-0000-0000-1211,31.39,Special Brew 3
2023-02-14,2023-02-14 15:00:16.743,card,ANON-0000-0000-1200,34.79,Velvet Cloud
2025-02-14,2025-02-14 15:36:40.857,card,ANON-0000-0000-0507,37.58,Velvet Cloud
2025-02-14,2025-02-14 15:38:47.478,card,ANON-0000-0000-0507,36.65,Caramel Dream
2023-02-14,2023-02-14 15:53:56.467,card,ANON-0000-0000-1212,34.47,Choco Bliss
2025-02-14,2025-02-14 15:54:57.220,card,ANON-0000-0000-1212,33.51,Velvet Cloud
2024-02-14,2024-02-14 17:03:16.068,card,ANON-0000-0000-1160,26.47,Midnight Roast
2023-02-14,2023-02-14 17:04:29.509,card,ANON-0000-0000-1160,36.75,Special Brew 2
2024-02-14,2024-02-14 17:09:07.646,card,ANON-0000-0000-1202,23.28,Urban Kick
2023-02-14,2023-02-14 17:25:24.871,card,ANON-0000-0000-1213,29.43,Special Brew 10
2023-02-14,2023-02-14 21:18:29.956,card,ANON-0000-0000-1214,23.06,Midnight Roast
2023-02-15,2023-02-15 09:22:51.930,card,ANON-0000-0000-1200,33.03,Velvet Cloud
2023-02-15,2023-02-15 12:41:53.830,card,ANON-0000-0000-1163,32.77,Velvet Cloud
2025-02-15,2025-02-15 12:44:26.571,card,ANON-0000-0000-1163,25.39,Midnight Roast
2025-02-15,2025-02-15 13:02:19.867,card,ANON-0000-0000-0878,28.02,Special Brew 5
2024-02-15,2024-02-15 13:32:05.734,card,ANON-0000-0000-1200,31.57,Special Brew 2
2023-02-15,2023-02-15 14:01:51.228,card,ANON-0000-0000-1184,36.58,Velvet Cloud
2025-02-15,2025-02-15 14:11:53.922,card,ANON-0000-0000-1215,27.85,Midnight Roast
2025-02-15,2025-02-15 15:40:07.667,card,ANON-0000-0000-1201,37.82,Choco Bliss
2024-02-15,2024-02-15 15:40:59.443,card,ANON-0000-0000-1179,35.79,Choco Bliss
2023-02-16,2023-02-16 10:46:43.223,card,ANON-0000-0000-1216,24.02,Midnight Roast
2023-02-16,2023-02-16 10:50:00.616,card,ANON-0000-0000-1169,23.33,Midnight Roast
2023-02-16,2023-02-16 10:51:03.967,card,ANON-0000-0000-1169,33.04,Special Brew 1
2023-02-16,2023-02-16 11:04:47.894,card,ANON-0000-0000-1156,37.34,Choco Bliss
2025-02-16,2025-02-16 11:32:29.055,card,ANON-0000-0000-1160,26.39,Midnight Roast
2025-02-16,2025-02-16 14:15:37.049,card,ANON-0000-0000-1196,35.71,Choco Bliss
2024-02-16,2024-02-16 14:16:41.124,card,ANON-0000-0000-1196,33.78,Caramel Dream
2023-02-16,2023-02-16 17:12:27.402,card,ANON-0000-0000-1163,36.55,Choco Bliss
2025-02-16,2025-02-16 17:13:32.973,card,ANON-0000-0000-1163,29.55,Special Brew 1
2023-02-16,2023-02-16 17:44:32.781,card,ANON-0000-0000-1217,29.22,Special Brew 1
2024-02-17,2024-02-17 06:50:04.455,card,ANON-0000-0000-1200,37.36,Velvet Cloud
2024-02-17,2024-02-17 08:53:13.808,card,ANON-0000-0000-1163,25.01,Midnight Roast
2025-02-17,2025-02-17 09:00:55.147,card,ANON-0000-0000-1160,24.9,Midnight Roast
2023-02-17,2023-02-17 09:28:06.582,card,ANON-0000-0000-1218,30.62,Special Brew 10
2023-02-17,2023-02-17 09:56:59.212,card,ANON-0000-0000-1210,36.58,Choco Bliss
2025-02-17,2025-02-17 10:20:12.065,card,ANON-0000-0000-1219,33.64,Special Brew 9
2025-02-17,2025-02-17 10:44:48.005,card,ANON-0000-0000-1160,28.53,Midnight Roast
2023-02-17,2023-02-17 11:53:58.611,card,ANON-0000-0000-1203,33.7,Special Brew 1
2025-02-17,2025-02-17 11:55:02.203,card,ANON-0000-0000-1202,20.71,Urban Kick
2024-02-17,2024-02-17 12:48:58.321,card,ANON-0000-0000-1220,35.4,Velvet Cloud
2023-02-17,2023-02-17 14:23:01.905,card,ANON-0000-0000-1221,36.22,Caramel Dream
2025-02-17,2025-02-17 15:05:41.697,card,ANON-0000-0000-1194,29.06,Special Brew 5
2023-02-17,2023-02-17 15:33:19.567,card,ANON-0000-0000-1191,33.28,Caramel Dream
2024-02-17,2024-02-17 16:19:06.398,card,ANON-0000-0000-1218,23.75,Urban Kick
2024-02-17,2024-02-17 16:22:42.001,card,ANON-0000-0000-1170,24.47,Midnight Roast
2025-02-17,2025-02-17 17:31:14.111,card,ANON-0000-0000-1222,31.72,Special Brew 9
2023-02-17,2023-02-17 18:23:52.638,card,ANON-0000-0000-1206,26.73,Midnight Roast
2024-02-17,2024-02-17 19:13:51.838,card,ANON-0000-0000-1223,28.0,Midnight Roast
2025-02-17,2025-02-17 19:15:00.877,card,ANON-0000-0000-1223,23.89,Midnight Roast
2023-02-17,2023-02-17 20:18:17.498,card,ANON-0000-0000-1192,37.91,Caramel Dream
2025-02-18,2025-02-18 08:53:08.743,card,ANON-0000-0000-1163,27.6,Midnight Roast
2023-02-18,2023-02-18 08:54:14.493,card,ANON-0000-0000-1163,27.8,Midnight Roast
2025-02-18,2025-02-18 11:07:35.321,card,ANON-0000-0000-1110,25.86,Midnight Roast
2024-02-18,2024-02-18 11:30:06.156,card,ANON-0000-0000-1198,25.51,Midnight Roast
2025-02-18,2025-02-18 11:38:23.547,card,ANON-0000-0000-1203,27.96,Special Brew 4
2023-02-18,2023-02-18 12:15:26.575,card,ANON-0000-0000-1218,28.2,Special Brew 8
2024-02-18,2024-02-18 13:04:27.249,card,ANON-0000-0000-1224,37.91,Special Brew 9
2024-02-18,2024-02-18 13:25:45.108,card,ANON-0000-0000-1215,25.69,Midnight Roast
2023-02-18,2023-02-18 13:27:05.310,card,ANON-0000-0000-1222,33.68,Special Brew 2
2024-02-18,2024-02-18 17:05:28.048,card,ANON-0000-0000-1210,36.34,Choco Bliss
2023-02-18,2023-02-18 17:08:19.308,card,ANON-0000-0000-1225,33.08,Special Brew 8
2023-02-18,2023-02-18 17:09:17.261,card,ANON-0000-0000-1225,19.45,Urban Kick
2024-02-18,2024-02-18 17:10:22.869,card,ANON-0000-0000-1225,38.68,Special Brew 10
2024-02-18,2024-02-18 17:11:35.709,card,ANON-0000-0000-1225,37.83,Special Brew 4
2023-02-18,2023-02-18 19:36:27.317,card,ANON-0000-0000-1226,35.2,Special Brew 8
2024-02-18,2024-02-18 20:06:56.196,card,ANON-0000-0000-1185,33.52,Special Brew 10
2025-02-18,2025-02-18 20:58:12.599,card,ANON-0000-0000-1212,37.14,Choco Bliss
2024-02-18,2024-02-18 21:01:59.629,card,ANON-0000-0000-1222,30.63,Special Brew 4
2024-02-19,2024-02-19 08:08:52.951,card,ANON-0000-0000-1161,38.54,Velvet Cloud
2023-02-19,2023-02-19 08:09:54.081,card,ANON-0000-0000-1152,25.83,Midnight Roast
2025-02-19,2025-02-19 08:47:32.785,card,ANON-0000-0000-1170,24.22,Midnight Roast
2024-02-19,2024-02-19 09:24:31.977,card,ANON-0000-0000-1220,35.49,Velvet Cloud
2025-02-19,2025-02-19 10:09:51.001,card,ANON-0000-0000-1167,23.51,Midnight Roast
2024-02-19,2024-02-19 10:19:01.276,card,ANON-0000-0000-1227,32.97,Choco Bliss
2023-02-19,2023-02-19 10:40:51.590,card,ANON-0000-0000-1207,32.1,Special Brew 8
2023-02-19,2023-02-19 12:45:06.072,card,ANON-0000-0000-1198,23.42,Midnight Roast
2023-02-19,2023-02-19 12:46:03.964,card,ANON-0000-0000-1168,38.33,Special Brew 4
2024-02-19,2024-02-19 13:06:54.382,card,ANON-0000-0000-1171,25.62,Midnight Roast
2023-02-19,2023-02-19 15:50:42.815,card,ANON-0000-0000-1158,37.28,Velvet Cloud
2024-02-19,2024-02-19 17:04:00.258,card,ANON-0000-0000-1110,26.31,Midnight Roast
2023-02-19,2023-02-19 17:34:49.096,card,ANON-0000-0000-1158,36.42,Velvet Cloud
2025-02-19,2025-02-19 17:57:52.035,card,ANON-0000-0000-1217,32.41,Special Brew 3
2025-02-19,2025-02-19 18:35:38.827,card,ANON-0000-0000-1228,37.26,Velvet Cloud
2023-02-19,2023-02-19 19:01:33.088,card,ANON-0000-0000-1229,36.29,Caramel Dream
2024-02-19,2024-02-19 19:11:49.990,card,ANON-0000-0000-1179,33.59,Special Brew 3
2023-02-19,2023-02-19 19:12:42.778,card,ANON-0000-0000-1179,36.62,Choco Bliss
2025-02-19,2025-02-19 19:26:22.966,card,ANON-0000-0000-1191,37.95,Caramel Dream
2023-02-19,2023-02-19 20:05:28.372,card,ANON-0000-0000-1182,36.17,Special Brew 1
2023-02-20,2023-02-20 07:56:24.575,card,ANON-0000-0000-1161,35.46,Velvet Cloud
2023-02-20,2023-02-20 09:17:53.311,card,ANON-0000-0000-1167,27.35,Midnight Roast
2024-02-20,2024-02-20 10:16:40.424,card,ANON-0000-0000-1163,33.65,Velvet Cloud
2025-02-20,2025-02-20 10:17:38.671,card,ANON-0000-0000-1163,24.03,Midnight Roast
2023-02-20,2023-02-20 10:20:24.946,card,ANON-0000-0000-1167,26.76,Midnight Roast
2023-02-20,2023-02-20 10:24:23.547,card,ANON-0000-0000-1198,26.38,Midnight Roast
2024-02-20,2024-02-20 13:02:19.848,card,ANON-0000-0000-1203,32.3,Special Brew 7
2025-02-20,2025-02-20 14:20:33.099,card,ANON-0000-0000-1196,34.53,Caramel Dream
2023-02-20,2023-02-20 14:37:59.781,card,ANON-0000-0000-1163,28.92,Midnight Roast
2024-02-20,2024-02-20 14:38:49.319,card,ANON-0000-0000-1163,25.48,Midnight Roast
2024-02-20,2024-02-20 15:19:45.555,card,ANON-0000-0000-1230,18.44,Urban Kick
2023-02-20,2023-02-20 16:05:49.514,card,ANON-0000-0000-1156,38.31,Velvet Cloud
2023-02-20,2023-02-20 16:59:06.628,card,ANON-0000-0000-1231,36.98,Velvet Cloud
2024-02-20,2024-02-20 17:00:36.942,card,ANON-0000-0000-1231,38.14,Choco Bliss
2023-02-20,2023-02-20 17:07:27.986,card,ANON-0000-0000-1163,26.0,Midnight Roast
2024-02-20,2024-02-20 18:57:34.629,card,ANON-0000-0000-1232,26.65,Midnight Roast
2024-02-20,2024-02-20 19:01:51.276,card,ANON-0000-0000-1233,37.26,Choco Bliss
2023-02-20,2023-02-20 19:07:25.568,card,ANON-0000-0000-1234,37.8,Special Brew 4
2024-02-20,2024-02-20 20:07:03.598,card,ANON-0000-0000-1169,34.25,Caramel Dream
2023-02-21,2023-02-21 06:59:08.408,card,ANON-0000-0000-1163,26.13,Midnight Roast
2025-02-21,2025-02-21 09:41:29.609,card,ANON-0000-0000-1235,34.09,Caramel Dream
2023-02-21,2023-02-21 09:49:20.918,card,ANON-0000-0000-1236,35.04,Velvet Cloud
2023-02-21,2023-02-21 09:51:12.605,card,ANON-0000-0000-1237,19.29,Urban Kick
2024-02-21,2024-02-21 10:18:10.978,card,ANON-0000-0000-1232,26.19,Midnight Roast
2024-02-21,2024-02-21 11:10:07.529,card,ANON-0000-0000-1163,33.49,Special Brew 2
2023-02-21,2023-02-21 12:04:49.232,card,ANON-0000-0000-1110,27.7,Midnight Roast
2023-02-21,2023-02-21 12:07:42.766,card,ANON-0000-0000-1238,28.64,Midnight Roast
2025-02-21,2025-02-21 12:56:17.998,card,ANON-0000-0000-1198,28.43,Midnight Roast
2024-02-21,2024-02-21 12:57:02.860,card,ANON-0000-0000-1167,27.61,Midnight Roast
2025-02-21,2025-02-21 13:06:42.927,card,ANON-0000-0000-1203,26.79,Midnight Roast
2023-02-21,2023-02-21 14:17:54.803,card,ANON-0000-0000-1203,25.92,Midnight Roast
2025-02-21,2025-02-21 15:18:31.267,card,ANON-0000-0000-1161,38.49,Velvet Cloud
2023-02-21,2023-02-21 15:45:54.235,card,ANON-0000-0000-1163,24.18,Midnight Roast
2023-02-21,2023-02-21 15:46:48.335,card,ANON-0000-0000-1163,26.19,Midnight Roast
2023-02-21,2023-02-21 15:52:48.020,card,ANON-0000-0000-1203,26.81,Midnight Roast
2023-02-21,2023-02-21 16:10:06.125,card,ANON-0000-0000-1239,37.55,Special Brew 5
2023-02-21,2023-02-21 16:46:58.673,card,ANON-0000-0000-1191,34.71,Caramel Dream
2023-02-21,2023-02-21 16:48:58.515,card,ANON-0000-0000-1165,36.77,Choco Bliss
2024-02-21,2024-02-21 16:50:13.417,card,ANON-0000-0000-1165,36.97,Caramel Dream
2025-02-21,2025-02-21 19:08:18.825,card,ANON-0000-0000-1178,34.24,Special Brew 2
2024-02-21,2024-02-21 19:09:09.551,card,ANON-0000-0000-1178,34.14,Special Brew 10
2024-02-21,2024-02-21 19:59:24.115,card,ANON-0000-0000-1184,36.32,Velvet Cloud
2024-02-22,2024-02-22 10:52:18.682,card,ANON-0000-0000-1240,34.88,Choco Bliss
2023-02-22,2023-02-22 11:28:30.453,card,ANON-0000-0000-1241,24.42,Midnight Roast
2024-02-22,2024-02-22 11:41:12.848,card,ANON-0000-0000-1190,28.47,Midnight Roast
2024-02-22,2024-02-22 12:59:41.853,card,ANON-0000-0000-0095,19.93,Urban Kick
2023-02-22,2023-02-22 15:03:03.270,card,ANON-0000-0000-1162,29.58,Special Brew 3
2023-02-23,2023-02-23 10:33:11.517,card,ANON-0000-0000-1156,28.81,Special Brew 2
2024-02-23,2024-02-23 12:52:26.405,card,ANON-0000-0000-1163,28.81,Special Brew 2
2023-02-23,2023-02-23 12:54:06.170,card,ANON-0000-0000-1163,29.62,Special Brew 4
2023-02-23,2023-02-23 13:50:21.627,card,ANON-0000-0000-1242,36.52,Velvet Cloud
2023-02-23,2023-02-23 14:02:03.441,card,ANON-0000-0000-1156,34.61,Special Brew 8
2023-02-23,2023-02-23 17:27:44.922,card,ANON-0000-0000-1243,24.04,Midnight Roast
2024-02-24,2024-02-24 09:14:53.565,card,ANON-0000-0000-1220,29.76,Special Brew 4
2023-02-24,2023-02-24 09:45:10.699,card,ANON-0000-0000-1244,35.48,Caramel Dream
2024-02-24,2024-02-24 10:02:48.501,card,ANON-0000-0000-1163,26.03,Midnight Roast
2024-02-24,2024-02-24 10:09:12.494,card,ANON-0000-0000-1245,30.59,Special Brew 9
2024-02-24,2024-02-24 10:10:21.726,card,ANON-0000-0000-1245,32.31,Special Brew 10
2025-02-24,2025-02-24 10:47:47.680,card,ANON-0000-0000-1244,35.32,Special Brew 3
2023-02-24,2023-02-24 12:58:41.309,card,ANON-0000-0000-1191,33.18,Caramel Dream
2024-02-24,2024-02-24 13:00:01.278,card,ANON-0000-0000-1191,33.17,Special Brew 9
2025-02-24,2025-02-24 15:40:01.820,card,ANON-0000-0000-1163,31.66,Special Brew 7
2025-02-24,2025-02-24 16:00:06.327,card,ANON-0000-0000-1246,33.6,Special Brew 5
2024-02-24,2024-02-24 16:10:23.971,card,ANON-0000-0000-1184,36.66,Velvet Cloud
2023-02-24,2023-02-24 16:28:52.132,card,ANON-0000-0000-1177,32.83,Caramel Dream
2024-02-24,2024-02-24 16:59:38.528,card,ANON-0000-0000-1170,27.89,Midnight Roast
2023-02-24,2023-02-24 17:00:44.935,card,ANON-0000-0000-1170,25.96,Midnight Roast
2023-02-24,2023-02-24 17:37:38.947,card,ANON-0000-0000-1222,31.97,Special Brew 6
2024-02-24,2024-02-24 18:07:01.699,card,ANON-0000-0000-1162,28.41,Special Brew 4
2025-02-24,2025-02-24 18:21:57.165,card,ANON-0000-0000-1191,37.12,Caramel Dream
2023-02-24,2023-02-24 19:04:34.437,card,ANON-0000-0000-0878,28.65,Special Brew 2
2024-02-24,2024-02-24 19:24:10.809,card,ANON-0000-0000-1179,36.23,Choco Bliss
2025-02-24,2025-02-24 19:24:54.411,card,ANON-0000-0000-1247,38.11,Caramel Dream
2025-02-24,2025-02-24 19:26:14.767,card,ANON-0000-0000-1179,35.97,Special Brew 4
2024-02-24,2024-02-24 20:14:51.303,card,ANON-0000-0000-1156,35.91,Special Brew 5
2024-02-25,2024-02-25 08:00:39.257,card,ANON-0000-0000-1153,31.36,Special Brew 2
2024-02-25,2024-02-25 08:49:21.068,card,ANON-0000-0000-1152,25.91,Midnight Roast
2023-02-25,2023-02-25 08:50:14.259,card,ANON-0000-0000-1152,31.84,Special Brew 9
2025-02-25,2025-02-25 10:02:44.852,card,ANON-0000-0000-1237,22.28,Urban Kick
2024-02-25,2024-02-25 11:03:33.850,card,ANON-0000-0000-1170,24.55,Midnight Roast
2023-02-25,2023-02-25 11:04:26.917,card,ANON-0000-0000-1152,23.49,Midnight Roast
2024-02-25,2024-02-25 12:20:41.507,card,ANON-0000-0000-1184,38.08,Velvet Cloud
2025-02-25,2025-02-25 14:14:18.541,card,ANON-0000-0000-1161,34.91,Velvet Cloud
2025-02-25,2025-02-25 16:49:37.395,card,ANON-0000-0000-0019,25.56,Midnight Roast
2023-02-25,2023-02-25 16:50:35.811,card,ANON-0000-0000-0019,27.26,Midnight Roast
2025-02-25,2025-02-25 18:19:09.057,card,ANON-0000-0000-1234,37.84,Special Brew 4
2025-02-25,2025-02-25 19:32:40.434,card,ANON-0000-0000-1152,36.56,Velvet Cloud
2023-02-26,2023-02-26 08:57:37.237,card,ANON-0000-0000-1170,27.85,Midnight Roast
2025-02-26,2025-02-26 10:11:27.140,card,ANON-0000-0000-1248,31.4,Special Brew 3
2023-02-26,2023-02-26 10:12:25.513,card,ANON-0000-0000-1248,29.24,Special Brew 6
2025-02-26,2025-02-26 10:16:57.091,card,ANON-0000-0000-1155,35.19,Choco Bliss
2024-02-26,2024-02-26 13:13:26.877,card,ANON-0000-0000-1168,37.68,Special Brew 3
2023-02-26,2023-02-26 13:31:23.611,card,ANON-0000-0000-1191,35.58,Caramel Dream
2025-02-26,2025-02-26 15:01:58.636,card,ANON-0000-0000-1110,23.44,Midnight Roast
2024-02-26,2024-02-26 15:14:47.989,card,ANON-0000-0000-1249,27.77,Midnight Roast
2024-02-26,2024-02-26 15:17:24.547,card,ANON-0000-0000-1247,27.88,Special Brew 5
2023-02-26,2023-02-26 15:20:02.820,card,ANON-0000-0000-1250,37.59,Choco Bliss
2023-02-26,2023-02-26 15:20:48.805,card,ANON-0000-0000-1250,23.93,Midnight Roast
2023-02-26,2023-02-26 15:28:45.256,card,ANON-0000-0000-1190,27.29,Midnight Roast
2023-02-26,2023-02-26 16:20:46.792,card,ANON-0000-0000-1164,38.36,Caramel Dream
2025-02-26,2025-02-26 16:55:13.614,card,ANON-0000-0000-1165,33.55,Choco Bliss
2023-02-26,2023-02-26 16:55:59.649,card,ANON-0000-0000-1191,37.28,Caramel Dream
2025-02-26,2025-02-26 17:22:44.573,card,ANON-0000-0000-1166,33.03,Special Brew 5
2023-02-26,2023-02-26 18:11:24.140,card,ANON-0000-0000-1163,36.65,Caramel Dream
2023-02-26,2023-02-26 18:13:50.419,card,ANON-0000-0000-1163,33.74,Velvet Cloud
2023-02-27,2023-02-27 07:19:00.322,card,ANON-0000-0000-1163,33.1,Velvet Cloud
2023-02-27,2023-02-27 07:21:00.583,card,ANON-0000-0000-1161,37.78,Velvet Cloud
2023-02-27,2023-02-27 10:52:29.153,card,ANON-0000-0000-1237,23.38,Urban Kick
2024-02-27,2024-02-27 11:08:16.864,card,ANON-0000-0000-1168,37.71,Special Brew 1
2025-02-27,2025-02-27 12:48:15.878,card,ANON-0000-0000-1251,33.43,Special Brew 3
2023-02-27,2023-02-27 13:29:48.424,card,ANON-0000-0000-1252,30.98,Special Brew 8
2025-02-27,2025-02-27 14:23:16.499,card,ANON-0000-0000-1163,23.55,Midnight Roast
2024-02-27,2024-02-27 14:43:19.325,card,ANON-0000-0000-1253,35.91,Caramel Dream
2025-02-27,2025-02-27 15:47:50.692,card,ANON-0000-0000-1170,26.35,Midnight Roast
2025-02-27,2025-02-27 16:28:28.103,card,ANON-0000-0000-1170,27.13,Midnight Roast
2024-02-27,2024-02-27 17:12:55.999,card,ANON-0000-0000-1190,25.36,Midnight Roast
2024-02-27,2024-02-27 17:23:10.042,card,ANON-0000-0000-1170,27.92,Midnight Roast
2024-02-27,2024-02-27 17:53:13.054,card,ANON-0000-0000-1254,33.77,Caramel Dream
2025-02-27,2025-02-27 18:17:28.969,card,ANON-0000-0000-1208,36.8,Caramel Dream
2025-02-27,2025-02-27 18:38:40.856,card,ANON-0000-0000-1184,36.9,Velvet Cloud
2023-02-27,2023-02-27 18:40:01.843,card,ANON-0000-0000-1179,32.78,Special Brew 8
2025-02-27,2025-02-27 18:40:52.049,card,ANON-0000-0000-1179,37.33,Special Brew 1
2024-02-27,2024-02-27 19:14:15.622,card,ANON-0000-0000-1215,33.94,Caramel Dream
2025-02-27,2025-02-27 20:02:07.207,card,ANON-0000-0000-0046,33.2,Velvet Cloud
